"artist_name","title","release","song_hotttnesss","tempo","loudness","energy","danceability","duration","artist_familiarity","artist_hotttnesss","artist_latitude","artist_location","artist_longitude","end_of_fade_in","key","key_confidence","song_id","start_of_fade_out","time_signature","time_signature_confidence","track_id"
"Prince & Tevin Campbell","Round and Round ( LP Version )","Music From Graffiti Bridge",0.430160637018456,107,-10.485,0,0,235.78077,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.078,7,0.432,"SONSHOY12A8C13E81D",232.925,4,0.965,"TRAYRYG128F429C61A"
"Prince","For You (LP Version)","For You",NA,135,-24.798,0,0,67.60444,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.113,7,0.041,"SOZCCSA12A8C13E90F",63.123,4,0.754,"TREJYIH128F429D236"
"Prince & The New Power Generation","Willing And Able ( LP Version)","Diamonds And Pearls",NA,139,-11.05,0,0,300.32934,0.609369888743976,0.399215110328776,NA,"",NA,0.193,2,0.909,"SOIHUSF12A8C13FA78",300.329,4,0.881,"TRELHIE128F429D220"
"Prince","Delirious (Edit)","The Hits/The B-Sides 3",NA,100,-12.387,0,0,159.00689,0.831928854693394,0.594627866943905,NA,"Minneapolis, MN",NA,0.27,0,0,"SOEQBIK12A6D4F910A",147.952,4,0.757,"TRETEIH128F1495E12"
"Prince","Little Red Corvette (LP Version)","The Hits/The B-Sides 3",0.813104730416443,123,-10.087,0,0,296.9073,0.831928824933424,0.594627866943905,NA,"Minneapolis, MN",NA,0.27,6,0.706,"SOQWVWY12A58A7F9F5",274.535,4,0.806,"TREAPAK128F1495E13"
"Prince","Private Joy (LP Version)","Controversy",NA,142,-16.876,0,0,269.87057,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.126,11,0.666,"SOLYSUO12A8C13EF7F",267.32,4,0.336,"TREXHSS128F429C5E5"
"Prince With 94 East","I'll Always Love You - Original","Prince With 94 East's You Can Be My Teacher",NA,98,-9.931,0,0,223.50322,0.432529659193882,0.339385125786121,44.97903,"Minneapolis, MN",-93.26493,0,9,0.352,"SODNMNC12AB0185A35",215.011,4,0,"TREHIOX128F930CD76"
"Prince","3 Chains O' Gold  (Album Version)","Prince",NA,135,-6.275,0,0,363.31057,0.831928854693394,0.594627866943905,NA,"Minneapolis, MN",NA,0.069,1,0.268,"SOORMDA12A6D4FA3F8",359.561,4,1,"TRUCMMW128F14B129A"
"Prince","Au delá du Temps: I. La Lumière lointaine de nuit","Uebayashi: Concerto_ Sonate_ Suite & Au delá du Temps",NA,142,-26.418,0,0,313.80853,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,1.303,0,0.337,"SONAHSN12A8C140D5F",281.211,7,0.516,"TRUJNLI128F92EEB74"
"Prince","Christopher Tracy's Parade (LP Version)","Parade - Music From The Motion Picture Under The Cherry Moon",0.518310319320753,123,-14.109,0,0,131.05587,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.16,9,0,"SOKARNG12A8C13E8EA",123.054,4,0.669,"TRULZVI128F429D229"
"Prince","Uptown (LP Version)","Dirty Mind",0.70087266674762,125,-14.415,0,0,332.25098,0.831928948528261,0.590354971821958,NA,"Minneapolis, MN",NA,0.102,0,0.663,"SOSKIAW12A8C13C14B",332.251,1,0.378,"TRURDNJ128F429C5EE"
"Prince","1999 (LP Version)","1999",NA,118,-13.181,0,0,375.17016,0.831928854693394,0.594627866943905,NA,"Minneapolis, MN",NA,2.966,0,0.395,"SOMYBDE12A67ADAC44",375.17,4,0.826,"TRUUDBS128EF34456C"
"Prince","Melody Cool ( LP Version )","Music From Graffiti Bridge",0.439202489315343,114,-8.833,0,0,219.6371,0.831928824933424,0.590354971821958,NA,"Minneapolis, MN",NA,0,3,0.005,"SOTMJPP12A58A7F0A0",212.132,4,0.375,"TRUWFFY128F429C622"
"Prince","Sister (LP Version)","Dirty Mind",NA,192,-12.517,0,0,91.79383,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0,2,0.439,"SOWXXBC12A8C13C14F",91.794,1,0,"TROKQMW128F429C5F0"
"Prince","New Power Generation (Pt.II) (LP Version)","Music From Graffiti Bridge",NA,112,-8.855,0,0,177.71057,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,3.065,0,0.361,"SOHDNLA12A8C13E83B",162.621,4,1,"TROOCCL128F429C625"
"Prince","Why You Wanna Treat Me So Bad?","The Hits/The B-Sides 3",0.606594996280261,126,-10.781,0,0,228.96281,0.831928854693394,0.594627866943905,NA,"Minneapolis, MN",NA,0.305,6,1,"SOGCQMK12A6D4F9102",213.246,4,0,"TRBTMNN128F1495DFF"
"Prince","She Spoke 2 Me ( Extended Remix LP Version)","The Vault - Old Friends 4 Sale",NA,120,-5.021,0,0,500.29669,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.235,0,0.185,"SOORFMU12A8C13C17C",492.06,4,0.652,"TRBENZB128F429C5FD"
"Prince","My Little Pill (LP Version)","The Vault - Old Friends 4 Sale",0.434838090260856,87,-11.827,0,0,68.98893,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.251,1,0.213,"SOKQTEX12A8C13C185",62.235,5,0.631,"TRBXOOR128F429C600"
"Prince","La_ La_ La_ He_ He_ Hee ( 12"" Single Version)","Sign ""O"" The Times",NA,117,-7.238,0,0,652.53832,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,2.258,5,0.033,"SOBZPZW12A8C13B6DB",644.116,1,0,"TRBYBLX128F429D26B"
"Prince","Sonate pour flûte et piano: I. Lento - Allegro Moderato","Uebayashi: Concerto_ Sonate_ Suite & Au delá du Temps",NA,110,-24.173,0,0,646.94812,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,4.005,8,0,"SOOTHMF12A8C1425FF",578.781,5,0.494,"TRSJMOJ128F92EEB51"
"Prince","Crazy You (LP Version)","For You",NA,102,-21.563,0,0,137.32526,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,2.084,7,0.434,"SOOSXPB12A8C13E919",124.122,1,0,"TRSMFDR128F429D239"
"Prince","The Arms Of Orion ( LP Version )","Batman Soundtrack",NA,129,-14.632,0,0,302.96771,0.831928854693394,0.594627866943905,NA,"Minneapolis, MN",NA,3.274,2,0.799,"SOINZGH12A6701D2D8",298.504,4,0.448,"TRSIUPJ128F426FFD7"
"Prince & The New Power Generation","Sexy M.F. (LP Version)","The Hits/The B-Sides 3",0.611050049949363,106,-7.022,0,0,326.66077,0.609369888743976,0.399215110328776,NA,"",NA,0.335,7,0.209,"SOCCNVG12A58A7A2C8",323.64,4,0.892,"TRSGUSM128F1495E1A"
"Prince & The Revolution","Erotic City (Make Love Not War Erotic City Come Alive) (Original 12""  Version)","Let's Go Crazy",0.40148671142756,123,-5.555,0,0,440.2673,0.684808063021141,0.485444750547878,NA,"",NA,2.897,6,0.01,"SOPCHTX12A8C13B6C6",440.267,4,0.609,"TRSUKTG128F429D263"
"Prince","Do Me_ Baby (LP Version)","Controversy",NA,140,-17.097,0,0,463.82975,0.536948646447829,0.594627866943905,NA,"Minneapolis, MN",NA,0.111,4,0.456,"SOEEFMM12A3F1ECF49",454.832,4,0.25,"TRSUEXE128F429C5E4"
"Prince With 94 East","If You See Me - Original","Prince With 94 East's You Can Be My Teacher",NA,95,-8.862,0,0,341.002,0.432529659193882,0.339385125786121,44.97903,"Minneapolis, MN",-93.26493,0.125,4,0.522,"SOGLZPF12AB0185A27",333.189,4,0.633,"TRSBOOT128F930CD73"
"Prince","Joy In Repetition ( LP Version )","Music From Graffiti Bridge",NA,119,-10.589,0,0,293.58975,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0,1,0.387,"SOIOCAB12A8C13E824",289.483,4,1,"TRSXRYT128F429C61C"
"Prince","Peach (Album Version)","The Hits/The B-Sides 3",NA,122,-7.701,0,0,228.38812,0.831928824933424,0.594627866943905,NA,"Minneapolis, MN",NA,0.322,11,0.228,"SOFUKRD12A58A7AF4B",223.028,4,1,"TRWCFEN128F1495E18"
"Prince","I Love U In Me ( LP Version)","The Hits/The B-Sides 3",0.504034340805441,93,-15.268,0,0,253.80526,0.831928854693394,0.594627866943905,NA,"Minneapolis, MN",NA,0.171,4,0.765,"SOCFHHW12A6D4F9D3C",248.233,1,0.406,"TRWZUDO128F1495E26"
"Prince & The Revolution","Let's Go Crazy (LP Version)","The Hits/The B-Sides 3",0.791196298200113,97,-6.556,0,0,280.00608,0.831928824933424,0.485444750547878,NA,"Minneapolis, MN",NA,0.821,11,0.445,"SOYOKCE12A58A79862",275.551,4,0.566,"TRWQQJK128F1495E02"
"Prince & The New Power Generation (Featuring Eric Leeds on Flute)","Clockin' The Jizz ( Instrumental Version )","Gett Off",0.216978419595235,99,-10.392,0,0,293.77261,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0,4,0.052,"SOFIVQF12A8C13B69B",286.923,4,1,"TRWELNE128F429D257"
"Prince","Little Red Corvette (LP Version)","1999",0.48074695804339,122,-14.231,0,0,303.41179,0.831928854693394,0.594627866943905,NA,"Minneapolis, MN",NA,0,8,0.732,"SOLQKWB12A67ADAC46",281.49,4,0.833,"TRPCFET128EF34456F"
"Prince","Strange Relationship ( LP Version )","Sign 'O' The Times",0.765958903495756,95,-15.438,0,0,241.13587,0.831928948528261,0.568209113130407,NA,"Minneapolis, MN",NA,0.136,1,0.048,"SOCSFLF12A8C13E7FB",227.393,4,0.299,"TRPZYZR128F429C610"
"Prince","When Doves Cry (LP Version)","Purple Rain",NA,126,-4.551,0,0,352.91383,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.386,7,0.865,"SONJIEH12A8C13C16A",350.314,4,1,"TRPJQRF128F429C5F7"
"Prince","Sexuality (LP Version)","Controversy",0.560630516218325,196,-17.235,0,0,261.09342,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.107,2,0.347,"SOZDBPQ12A8C13EF79",251.199,1,0.223,"TRPFSRD128F429C5E3"
"Prince","Play In The Sunshine ( LP Version )","Sign 'O' The Times",0.600220639864424,98,-13.425,0,0,305.21424,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.148,2,0.439,"SONGXHP12A8C13C19B",299.334,4,0.789,"TRPGLKG128F429C606"
"Prince & The New Power Generation","Diamonds And Pearls [Edit]","The Hits/The B-Sides 3",0.652010036818513,162,-7.468,0,0,261.19791,0.831928854693394,0.399215110328776,NA,"Minneapolis, MN",NA,0.2,7,0.682,"SOYUXZJ12A6D4F86F1",251.066,4,0,"TRPDJVL128F1495E0B"
"Prince & The New Power Generation","Money Don't Matter 2 Night","Diamonds And Pearls",0.616067946746204,110,-8.586,0,0,287.79057,0.831928854693394,0.399215110328776,NA,"Minneapolis, MN",NA,0,1,0.757,"SOKQGQZ12A6D4F86F3",278.959,4,0.046,"TRPAMDW128F429D225"
"Prince","When We're Dancing Close And Slow (LP Version)","Prince",0.540009276927365,89,-18.032,0,0,323.44771,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0,4,0,"SOGTZAZ12A8C13E936",295.335,4,0.892,"TRPAALV128F429D242"
"Prince & The New Power Generation","Nothing Compares 2 U (Edit)","Love Jams Volume Two",NA,121,-10.736,0,0,259.00363,0.609369888743976,0.399215110328776,NA,"",NA,0.374,0,0.61,"SORPQWA12AB018DA11",250.427,4,1,"TRPAVRQ12903CC30BD"
"Prince","Raspberry Beret","Top Gear",0.781656752804473,120,-8.279,0,0,212.74077,0.684808063021141,0.594627866943905,NA,"Minneapolis, MN",NA,0,11,0.411,"SOUYPYF12A58A76897",199.094,4,0.656,"TRPBFWT128F92F7F1E"
"Prince","Suite pour flûte et violoncelle: IV. Menuet","Uebayashi: Concerto_ Sonate_ Suite & Au delá du Temps",NA,90,-25.882,0,0,181.86404,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,1.344,2,0.726,"SOEGGWA12A8C140D04",171.578,7,0.823,"TRPBKBA128F92EEB6A"
"Prince","I Wanna Be Your Lover (LP Version)","Prince",0.690891510321053,114,-12.779,0,0,349.77914,0.831928824933424,0.594627866943905,NA,"Minneapolis, MN",NA,0.084,1,0.228,"SORDMEB12A58A7E67C",326.211,4,0.84,"TRPSMXS128F429D23F"
"Prince & The Revolution","Hello (12"" Extended Remix Version)","Raspberry Beret",0.299877488273978,123,-10.328,0,0,379.03628,0.684808063021141,0.485444750547878,NA,"",NA,2.45,8,0.575,"SOEKZOL12A8C13B6D0",371.084,4,0,"TRPSOKX128F429D266"
"Prince & The New Power Generation","My Name Is Prince (Album Version)","Prince",NA,116,-4.209,0,0,398.34077,0.609369888743976,0.399215110328776,NA,"",NA,2.786,6,0.118,"SOHZSNI12A6D4F86F6",395.627,4,0.93,"TRPYCJJ128F14B128A"
"Prince","How Come U Don't Call Me Anymore (LP Version)","The Hits/The B-Sides 3",0.554384121183937,123,-12.678,0,0,233.16853,0.831928824933424,0.594627866943905,NA,"Minneapolis, MN",NA,0.212,6,0.521,"SOFPLNQ12A58A7CED2",205.746,3,1,"TRVFONI128F1495E2E"
"Prince","My Love Is Forever (LP Version)","For You",NA,104,-13.904,0,0,251.402,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0,6,0.238,"SOHTVIK12A8C13E922",229.402,4,1,"TRVRQDP128F429D23C"
"Prince","If I Was Your Girlfriend (LP Version)","Sign 'O' The Times",NA,96,-18.157,0,0,301.73995,0.831928824933424,0.594627866943905,NA,"Minneapolis, MN",NA,0.462,1,0.556,"SOVKQXX12A58A75743",282.761,4,0.945,"TRVRGTS128F429C60F"
"Prince & The New Power Generation","Cream ( LP Version)","Diamonds And Pearls",NA,115,-9.042,0,0,45.03465,0.609369888743976,0.399215110328776,NA,"",NA,0,10,0.315,"SOVUTYF12AB017F16B",45.035,4,0.261,"TRVKBEI128F92FD87A"
"Prince","Old Friends 4 Sale (LP Version)","The Vault - Old Friends 4 Sale",0.457447167085101,77,-5.156,0,0,207.98649,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0,5,0.61,"SOACNAA12A8C13C18E",200.307,7,0.677,"TRVAOVO128F429C602"
"Prince & The Revolution","Raspberry Beret [Extended 12"" Version]","Raspberry Beret",0.485761152925018,121,-7.313,0,0,400.50893,0.684808063021141,0.485444750547878,NA,"",NA,2.194,11,0.732,"SOXQQES12A6D4F86FB",392.464,4,1,"TRVUYLK128F429D265"
"Prince","The Ballad Of Dorothy Parker ( LP Version )","Sign 'O' The Times",0.598688452765606,102,-12.14,0,0,235.44118,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.374,11,0.166,"SOFVOFT12A8C13C1A1",222.494,4,0.697,"TRVHUXP128F429C608"
"Prince","Adore ( LP Version)","Sign 'O' The Times",NA,129,-7.564,0,0,391.3922,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.23,7,0.741,"SOPHHAG12A8C13E809",387.03,4,0.722,"TRXQMJG128F429C614"
"Prince","I Would Die 4 U","The Hits 2",0.724032211581315,135,-9.703,0,0,177.00526,0.831928948528261,0.594627866943905,NA,"Minneapolis, MN",NA,0.34,2,0.539,"SOISMAR12AB018CB41",170.667,4,0.913,"TRXICOZ12903CB340C"
"Prince","When The Lights Go Down (LP Version)","The Vault - Old Friends 4 Sale",0.454192988218022,123,-7.327,0,0,431.25506,0.831928824933424,0.594627866943905,NA,"Minneapolis, MN",NA,4.058,4,0.346,"SOYBOLY12A58A7F7DB",406.75,4,0.564,"TRXGSNE128F429C5FF"
"Prince","Dirty Mind (Album Version)","The Hits/The B-Sides 3",0.633130699795491,131,-12.447,0,0,229.79873,0.831928854693394,0.594627866943905,NA,"Minneapolis, MN",NA,0.223,11,0.11,"SOKVVQN12A6D4F9107",220.711,4,0.304,"TRXSOVW128F1495E0E"
"Prince","Anotherloverholenyohead (LP Version)","Parade - Music From The Motion Picture Under The Cherry Moon",0.5324827075077,103,-11.804,0,0,240.69179,0.831928824933424,0.594627866943905,NA,"Minneapolis, MN",NA,0,7,0.036,"SOIVULH12A58A7E9C4",233.059,4,1,"TRXSHUN128F429D234"
"Prince & The New Power Generation","Cream ( LP Version W/O Rap Monologue )","The Hits/The B-Sides 3",0.669094082975333,115,-3.691,0,0,249.75628,0.609369888743976,0.399215110328776,NA,"",NA,0.438,3,0.614,"SOHLBZD12A58A7B0AC",241.244,4,1,"TRXYRED128F1495E1C"
"Prince","New Power Generation ( LP Version )","Music From Graffiti Bridge",0.48093421280894,111,-8.781,0,0,219.50649,0.831928948528261,0.590354971821958,NA,"Minneapolis, MN",NA,0.089,0,0.452,"SORHTGI12A8C13E80C",209.868,4,0.571,"TRHJZBD128F429C616"
"Prince","4 The Tears In Your Eyes ( LP Version)","The Hits/The B-Sides 3",NA,92,-12.28,0,0,204.69506,0.831928854693394,0.594627866943905,NA,"Minneapolis, MN",NA,0.2,2,0.924,"SOGYZYS12A6D4F9D42",195.709,3,0.915,"TRHQUMB128F1495E31"
"Prince & The Revolution","Kiss [Extended Version]","Kiss",0.53238942030914,111,-6.625,0,0,436.1922,0.684808063021141,0.485444750547878,NA,"",NA,0.217,6,0.582,"SOTHUQD12A6D4F86FD",424.995,4,1,"TRHIWQY128F429D267"
